what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1448929911791
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1448929911791
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1448929915123
activated,view,es.ucm.gaia.colibristudio.ViewCaseDesigner,1.0.0,"colibristudio.casedesigner.views.CaseDesignerView",1448929915856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1448929919155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929919877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929948380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929955950
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929973967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1448929979091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929979604
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929985033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1448929987045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929987606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929990597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929991712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929992841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1448929994448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929994937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929997443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1448929999257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448929999813
