what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980490138
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980496086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980496120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980498108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980498132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980523756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980523784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980543434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980543463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980556297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980556321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980558220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980558267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980559697
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980572034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980574946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980575925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980581896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980581958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980593441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980597181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980598443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980598519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980622791
activated,view,es.ucm.gaia.colibristudio.ViewSimilarity,1.0.0,"colibristudio.similarityconfig.views.SimilarityConfigView",1448980622924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980639672
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980642004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980642067
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980645189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980645232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980659211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980659255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980664480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980664506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980666165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980666218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980668211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980668252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980669712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980669738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980671911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980671945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980674067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980674111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980684900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980684931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980692115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980692143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980709823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980709851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980711991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980712023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980719805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980719836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980723440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980726888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980729609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980732224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980734651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980736990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980738628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980745545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980746498
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1448980753192
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1448980758304
activated,view,es.ucm.gaia.colibristudio.ViewSimilarity,1.0.0,"colibristudio.similarityconfig.views.SimilarityConfigView",1448980760932
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1448980766384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980775692
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980776774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980776843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980778687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980781835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980786193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980786276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980794305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980794345
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980799280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980799317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980801293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980801318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980809489
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980809515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980828657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980828688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980836733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980836760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980840126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980840153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980855759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980855783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980857230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980857267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980859646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980859673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980862774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980862800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980865353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980865380
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980867640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980867668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980875795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980875819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980877749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980877775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980881366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980881388
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980884024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980884052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980886525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980886552
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980887689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980887719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980891293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980891317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980893711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980893745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980895447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980895469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980896765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980896817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980899032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980899064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980900349
activated,view,es.ucm.gaia.colibristudio.ViewPlainTextConnector,1.0.0,"colibristudio.plaintextconnector.views.TextConnectorView",1448980920466
activated,view,es.ucm.gaia.colibristudio.ViewCaseBaseSelector,1.0.0,"colibristudio.casebaseselector.views.CaseBaseSelector",1448980926889
activated,view,es.ucm.gaia.colibristudio.ViewCaseDesigner,1.0.0,"colibristudio.casedesigner.views.CaseDesignerView",1448980928063
activated,view,es.ucm.gaia.colibristudio.ViewTemplateEditor,1.0.0,"viewpanel.views.TemplateEditorView",1448980941897
activated,view,es.ucm.gaia.colibristudio.ViewSimilarity,1.0.0,"colibristudio.similarityconfig.views.SimilarityConfigView",1448980942709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980946675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980951544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980954294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980958934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980958996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980960756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980960794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980965017
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980965053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980967778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980967805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980972762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980972784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980974656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980974698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980976095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980976127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980977434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980977469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980978605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980978630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448980980399
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1448980991211
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1448981022431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981048069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981048282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1448981053388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1448981054953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981062535
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981063462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981064764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981066010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981066081
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981066237
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1448981066257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981069855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448981070726
