what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1449169153595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169165741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169166003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169174595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169174827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169199136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169199334
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169212842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169213052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1449169217209
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1449169220376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169221978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169225338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169225421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169225497
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1449169225509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169227115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169230630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169230663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169232916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169232943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169238239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169238261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169241870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169241897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169247020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169247046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169248273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169248299
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169251200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169251224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169253018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169253046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169266642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169266668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169276841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169276868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1449169281901
