what,kind,bundleId,bundleVersion,description,time
activated,view,es.ucm.gaia.colibristudio.ViewSimilarity,1.0.0,"colibristudio.similarityconfig.views.SimilarityConfigView",1448976907312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976909133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976910448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976911751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976912730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976914133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976921333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976926896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976932008
activated,view,es.ucm.gaia.colibristudio.ViewPlainTextConnector,1.0.0,"colibristudio.plaintextconnector.views.TextConnectorView",1448976933189
activated,view,es.ucm.gaia.colibristudio.ViewCaseBaseSelector,1.0.0,"colibristudio.casebaseselector.views.CaseBaseSelector",1448976935810
activated,view,es.ucm.gaia.colibristudio.ViewCaseDesigner,1.0.0,"colibristudio.casedesigner.views.CaseDesignerView",1448976936748
activated,view,es.ucm.gaia.colibristudio.ViewCaseBaseSelector,1.0.0,"colibristudio.casebaseselector.views.CaseBaseSelector",1448976941516
activated,view,es.ucm.gaia.colibristudio.ViewPlainTextConnector,1.0.0,"colibristudio.plaintextconnector.views.TextConnectorView",1448976942194
activated,view,es.ucm.gaia.colibristudio.ViewTemplateEditor,1.0.0,"viewpanel.views.TemplateEditorView",1448976942969
activated,view,es.ucm.gaia.colibristudio.ViewTemplateEditor,1.0.0,"viewpanel.views.SystemEditorView",1448976944023
activated,view,es.ucm.gaia.colibristudio.ViewSimilarity,1.0.0,"colibristudio.similarityconfig.views.SimilarityConfigView",1448976944862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976947159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976948194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976955970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976957114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976959857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976964634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976966476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976968599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976970967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976972441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976975133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976977677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976983078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448976984643
activated,view,es.ucm.gaia.colibristudio.ViewTemplateEditor,1.0.0,"viewpanel.views.TemplateEditorView",1448977002795
activated,view,es.ucm.gaia.colibristudio.ViewTemplateEditor,1.0.0,"viewpanel.views.SystemEditorView",1448977003788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448977007703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448977009367
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448977010836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448977012341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448977024702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448977026378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448977026415
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1448977027690
error,log,,,"Unhandled event loop exception",1448977029731
error,log,,,"Unhandled event loop exception",1448977029847
error,log,,,"Unhandled event loop exception",1448977029963
error,log,,,"Unhandled event loop exception",1448977030174
error,log,,,"Unhandled event loop exception",1448977030312
error,log,,,"Unhandled event loop exception",1448977030442
error,log,,,"Unhandled event loop exception",1448977030549
error,log,,,"Unhandled event loop exception",1448977030660
error,log,,,"Unhandled event loop exception",1448977030775
error,log,,,"Unhandled event loop exception",1448977030911
error,log,,,"Unhandled event loop exception",1448977031029
error,log,,,"Unhandled event loop exception",1448977031165
error,log,,,"Unhandled event loop exception",1448977031297
error,log,,,"Unhandled event loop exception",1448977031413
error,log,,,"Unhandled event loop exception",1448977031517
error,log,,,"Unhandled event loop exception",1448977031620
error,log,,,"Unhandled event loop exception",1448977031748
error,log,,,"Unhandled event loop exception",1448977031863
error,log,,,"Unhandled event loop exception",1448977031977
error,log,,,"Unhandled event loop exception",1448977032152
error,log,,,"Unhandled event loop exception",1448977032347
error,log,,,"Unhandled event loop exception",1448977032488
error,log,,,"Unhandled event loop exception",1448977032562
error,log,,,"Unhandled event loop exception",1448977032654
error,log,,,"Unhandled event loop exception",1448977032746
error,log,,,"Unhandled event loop exception",1448977032832
error,log,,,"Unhandled event loop exception",1448977032907
error,log,,,"Unhandled event loop exception",1448977032971
error,log,,,"Unhandled event loop exception",1448977033058
error,log,,,"Unhandled event loop exception",1448977033124
error,log,,,"Unhandled event loop exception",1448977033200
error,log,,,"Unhandled event loop exception",1448977033307
error,log,,,"Unhandled event loop exception",1448977033387
error,log,,,"Unhandled event loop exception",1448977033450
error,log,,,"Unhandled event loop exception",1448977033512
error,log,,,"Unhandled event loop exception",1448977033587
error,log,,,"Unhandled event loop exception",1448977033650
error,log,,,"Unhandled event loop exception",1448977033716
error,log,,,"Unhandled event loop exception",1448977033784
error,log,,,"Unhandled event loop exception",1448977033847
error,log,,,"Unhandled event loop exception",1448977033920
error,log,,,"Unhandled event loop exception",1448977033997
error,log,,,"Unhandled event loop exception",1448977034113
error,log,,,"Unhandled event loop exception",1448977034197
error,log,,,"Unhandled event loop exception",1448977034390
error,log,,,"Unhandled event loop exception",1448977034509
error,log,,,"Unhandled event loop exception",1448977034677
error,log,,,"Unhandled event loop exception",1448977034764
error,log,,,"Unhandled event loop exception",1448977034822
error,log,,,"Unhandled event loop exception",1448977034888
error,log,,,"Unhandled event loop exception",1448977034950
error,log,,,"Unhandled event loop exception",1448977034966
error,log,,,"Error occurred during status handling",1448977034968
error,log,,,"Unhandled event loop exception",1448977035064
error,log,,,"Unhandled event loop exception",1448977035081
error,log,,,"An unexpected exception was thrown.",1448977035083
error,log,,,"Unhandled event loop exception",1448977035085
error,log,,,"An internal error has occurred.",1448977035089
error,log,,,"Error occurred during status handling",1448977035089
error,log,,,"An internal error has occurred.",1448977035090
error,log,,,"Unhandled event loop exception",1448977035264
error,log,,,"Unhandled event loop exception",1448977035330
error,log,,,"Unhandled event loop exception",1448977035393
error,log,,,"Unhandled event loop exception",1448977035454
error,log,,,"Unhandled event loop exception",1448977035522
error,log,,,"Unhandled event loop exception",1448977035584
error,log,,,"Unhandled event loop exception",1448977035648
error,log,,,"Unhandled event loop exception",1448977035720
error,log,,,"Unhandled event loop exception",1448977035810
error,log,,,"Unhandled event loop exception",1448977035891
error,log,,,"Unhandled event loop exception",1448977035974
error,log,,,"Unhandled event loop exception",1448977036068
error,log,,,"Unhandled event loop exception",1448977036154
error,log,,,"Unhandled event loop exception",1448977036221
error,log,,,"Unhandled event loop exception",1448977036325
error,log,,,"Unhandled event loop exception",1448977036475
error,log,,,"Unhandled event loop exception",1448977036586
error,log,,,"Unhandled event loop exception",1448977036705
error,log,,,"Unhandled event loop exception",1448977036818
error,log,,,"Unhandled event loop exception",1448977036931
error,log,,,"Unhandled event loop exception",1448977037063
error,log,,,"Unhandled event loop exception",1448977037186
error,log,,,"Unhandled event loop exception",1448977037327
error,log,,,"Unhandled event loop exception",1448977037439
error,log,,,"Unhandled event loop exception",1448977037553
error,log,,,"Unhandled event loop exception",1448977037673
error,log,,,"Unhandled event loop exception",1448977037790
error,log,,,"Unhandled event loop exception",1448977037922
error,log,,,"Unhandled event loop exception",1448977038041
error,log,,,"Unhandled event loop exception",1448977038164
error,log,,,"Unhandled event loop exception",1448977038274
error,log,,,"Unhandled event loop exception",1448977038387
error,log,,,"Unhandled event loop exception",1448977038505
error,log,,,"Unhandled event loop exception",1448977038621
error,log,,,"Unhandled event loop exception",1448977038749
error,log,,,"Unhandled event loop exception",1448977038864
error,log,,,"Unhandled event loop exception",1448977038973
error,log,,,"Unhandled event loop exception",1448977039113
error,log,,,"Unhandled event loop exception",1448977039228
error,log,,,"Unhandled event loop exception",1448977039368
error,log,,,"Unhandled event loop exception",1448977039487
error,log,,,"Unhandled event loop exception",1448977039596
error,log,,,"Unhandled event loop exception",1448977039682
error,log,,,"Unhandled event loop exception",1448977039758
error,log,,,"Unhandled event loop exception",1448977039830
error,log,,,"Unhandled event loop exception",1448977039894
error,log,,,"Unhandled event loop exception",1448977039961
error,log,,,"Unhandled event loop exception",1448977040044
error,log,,,"Unhandled event loop exception",1448977040130
error,log,,,"Unhandled event loop exception",1448977040202
error,log,,,"Unhandled event loop exception",1448977040294
error,log,,,"Unhandled event loop exception",1448977040362
error,log,,,"Unhandled event loop exception",1448977040424
error,log,,,"Unhandled event loop exception",1448977040494
error,log,,,"Unhandled event loop exception",1448977040559
error,log,,,"Unhandled event loop exception",1448977040619
error,log,,,"Unhandled event loop exception",1448977040686
error,log,,,"Unhandled event loop exception",1448977040746
error,log,,,"Unhandled event loop exception",1448977040809
error,log,,,"Unhandled event loop exception",1448977040887
error,log,,,"Unhandled event loop exception",1448977040948
error,log,,,"Unhandled event loop exception",1448977041065
error,log,,,"Unhandled event loop exception",1448977041407
error,log,,,"An unexpected exception was thrown.",1448977041408
error,log,,,"Unhandled event loop exception",1448977041412
error,log,,,"Widget disposed too early for part viewpanel.views.TemplateEditorView",1448977041849
error,log,,,"Widget disposed too early for part colibristudio.similarityconfig.views.SimilarityConfigView",1448977041854
error,log,,,"Widget disposed too early for part colibristudio.casedesigner.views.CaseDesignerView",1448977041862
error,log,,,"Widget disposed too early for part colibristudio.casebaseselector.views.CaseBaseSelector",1448977041864
error,log,,,"Widget disposed too early for part colibristudio.plaintextconnector.views.TextConnectorView",1448977041865
error,log,,,"Widget disposed too early for part org.eclipse.ui.views.ProblemView",1448977041867
error,log,,,"Widget disposed too early for part colibristudio.viewcoloursinfo.views.SampleView",1448977041870
error,log,,,"Widget disposed too early for part org.eclipse.jdt.ui.PackageExplorer",1448977041875
error,log,,,"Widget disposed too early for part org.eclipse.ui.console.ConsoleView",1448977041879
error,log,,,"Widget disposed too early for part viewpanel.views.SystemEditorView",1448977041881
activated,view,es.ucm.gaia.colibristudio.ViewTemplateEditor,1.0.0,"viewpanel.views.SystemEditorView",1448977041882
error,log,,,"Widget disposed too early for part org.eclipse.jdt.ui.CompilationUnitEditor",1448977041899
error,log,,,"An internal error has occurred.",1448977042104
error,log,,,"Error occurred during status handling",1448977042105
error,log,,,"An internal error has occurred.",1448977042106
error,log,,,"Unhandled event loop exception",1448977042106
error,log,,,"Unhandled event loop exception",1448977042108
error,log,,,"Unhandled event loop exception",1448977042108
error,log,,,"Unhandled event loop exception",1448977042109
error,log,,,"Unhandled event loop exception",1448977042110
error,log,,,"Unhandled event loop exception",1448977042111
error,log,,,"Unhandled event loop exception",1448977042112
error,log,,,"Unhandled event loop exception",1448977042112
error,log,,,"Unhandled event loop exception",1448977042113
error,log,,,"Unhandled event loop exception",1448977042114
error,log,,,"Unhandled event loop exception",1448977042115
error,log,,,"Unhandled event loop exception",1448977042116
error,log,,,"Unhandled event loop exception",1448977042117
error,log,,,"Unhandled event loop exception",1448977042118
error,log,,,"Unhandled event loop exception",1448977042119
error,log,,,"Unhandled event loop exception",1448977042121
error,log,,,"Unhandled event loop exception",1448977042122
error,log,,,"Unhandled event loop exception",1448977042123
error,log,,,"Unhandled event loop exception",1448977042124
error,log,,,"Unhandled event loop exception",1448977042125
error,log,,,"Unhandled event loop exception",1448977042125
error,log,,,"Unhandled event loop exception",1448977042126
error,log,,,"Unhandled event loop exception",1448977042127
error,log,,,"Unhandled event loop exception",1448977042128
error,log,,,"Unhandled event loop exception",1448977042129
error,log,,,"Unhandled event loop exception",1448977042129
error,log,,,"Unhandled event loop exception",1448977042130
error,log,,,"Unhandled event loop exception",1448977042131
error,log,,,"Unhandled event loop exception",1448977042132
